"var","category_en","category_short_en","question_short_en","question_en","category_es","category_short_es","question_short_es","question_es","aut_idx","ca_idx","crit_idx","fear_idx","transp_idx","trust_idx","weahlt_idx","common","label.lapop.2004.GTM","levels.lapop.2004.GTM","label.lapop.2004.HND","levels.lapop.2004.HND","label.lapop.2004.SLV","levels.lapop.2004.SLV","label.lapop.2006.GTM","levels.lapop.2006.GTM","label.lapop.2006.HND","levels.lapop.2006.HND","label.lapop.2006.SLV","levels.lapop.2006.SLV","label.lapop.2008.GTM","levels.lapop.2008.GTM","label.lapop.2008.HND","levels.lapop.2008.HND","label.lapop.2008.SLV","levels.lapop.2008.SLV","label.lapop.2010.GTM","levels.lapop.2010.GTM","label.lapop.2010.HND","levels.lapop.2010.HND","label.lapop.2010.SLV","levels.lapop.2010.SLV","label.lapop.2012.GTM","levels.lapop.2012.GTM","label.lapop.2012.HND","levels.lapop.2012.HND","label.lapop.2012.SLV","levels.lapop.2012.SLV","label.lapop.2014.GTM","levels.lapop.2014.GTM","label.lapop.2014.HND","levels.lapop.2014.HND","label.lapop.2014.SLV","levels.lapop.2014.SLV","label.lapop.2016.GTM","levels.lapop.2016.GTM","label.lapop.2016.HND","levels.lapop.2016.HND","label.lapop.2016.SLV","levels.lapop.2016.SLV","label.lapop.2018.HND","levels.lapop.2018.HND","label.lapop.2018.SLV","levels.lapop.2018.SLV","label.lapop.2019.GTM","levels.lapop.2019.GTM"
"aut2",NA,NA,NA,NA,NA,NA,NA,"El sistema actual de gobierno no ha sido el único que ha tenido nuestro país. Al",NA,NA,NA,NA,NA,NA,NA,NA,"El sistema actual de gobierno no ha sido el único que ha tenido nuestro país. Al",2,"Alguna gente piensa que estaríamos mejor si los militares volvieran a gobernar. ",2,"Alguna gente piensa que estaríamos mejor si los militares volvieran a gobernar. ",2,NA,NA,NA,NA,NA,NA,"¿Con cuál de las siguientes afirmaciones está usted más de acuerdo?",2,"¿Con cuál de las siguientes afirmaciones está Usted más de acuerdo?",2,"¿Con cuál de las siguientes afirmaciones está Usted más de acuerdo? ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pp1",NA,NA,NA,NA,NA,NA,NA,"Ahora para cambiar el tema…Durante las elecciones, alguna gente trata de convenc",NA,NA,NA,NA,NA,NA,NA,NA,"Ahora para cambiar el tema…Durante las elecciones, alguna gente trata de convenc",4,"¿Con qué frecuencia ha tratado usted de convencer a otros para que vote por un p",4,"¿Con qué frecuencia ha tratado usted de convencer a otros para que vote por un p",4,"¿Con qué frecuencia ha tratado usted de convencer a otro para que voten por un p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"¿Con qué frecuencia ha tratado usted de convencer a otros para que vote por un p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otras para que voten p",4,"Durante las elecciones, alguna gente trata de convencer a otros para que voten p",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pp2",NA,NA,NA,NA,NA,NA,NA,"Hay personas que trabajan por algún partido o candidato durante las campañas ele",NA,NA,NA,NA,NA,NA,NA,NA,"Hay personas que trabajan por algún partido o candidato durante las campañas ele",2,"¿Trabajó para algún candidato o partido en las pasadas para elecciones?",2,"¿Trabajó para algún candidato o partido para elecciones de 2004?",2,"¿Trabajó para algún candidato o partido en las pasadas elecciones presidenciales",2,"Hay personas que trabajan por algún partido o candidato durante las campañas ele",2,"Hay personas que trabajan por algún partido o candidato durante las campañas ele",2,"¿Trabajó para algún candidato o partido en las pasadas elecciones presidenciales",2,"Hay personas que trabajan por algún partido o candidato durante las campañas ele",2,"Hay personas que trabajan por algún partido o candidato durante las campañas ele",2,"Hay personas que trabajan para algún partido o candidato durante las campañas el",2,"Hay personas que trabajan para algún partido o candidato durante las campañas el",2,"Hay personas que trabajan para algún partido o candidato durante las campañas el",2,"Hay personas que trabajan para algún partido o candidato durante las campañas el",2,"Hay personas que trabajan para algún partido o candidato durante las campañas el",2,"Hay personas que trabajan para algún partido o candidato durante las campañas el",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abs5",NA,NA,NA,NA,NA,NA,NA,"¿Cree que el voto puede mejorar las cosas en el futuro o cree que como quiera qu",NA,NA,NA,NA,NA,NA,NA,NA,"¿Cree que el voto puede mejorar las cosas en el futuro o cree que como quiera qu",2,"¿Cree que el voto puede mejorar las cosas en el futuro o cree que como quiera qu",2,"¿Cree que el voto puede mejorar las cosas en el futuro o cree que como quiera qu",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Cree que el voto puede mejorar las cosas en el futuro o cree que como quiera qu",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ggog1",NA,NA,NA,NA,NA,NA,NA,"Algunas personas dicen que los funcionarios públicos no deberían tener inmunidad",NA,NA,NA,NA,NA,NA,NA,NA,"Algunas personas dicen que los funcionarios públicos no deberían tener inmunidad",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ggog2",NA,NA,NA,NA,NA,NA,NA,"¿Cuál es la condición más importante para que usted esté más dispuesto a pagar i",NA,NA,NA,NA,NA,NA,NA,NA,"¿Cuál es la condición más importante para que usted esté más dispuesto a pagar i",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ggog3",NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿cómo deberían los partidos políticos seleccionar a sus candidato",NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿cómo deberían los partidos políticos seleccionar a sus candidato",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exc1",NA,NA,NA,NA,NA,NA,NA,"¿Ha sido acusado durante el último año por un agente de policía por una infracci",NA,NA,NA,NA,NA,NA,NA,NA,"¿Ha sido acusado durante el último año por un agente de policía por una infracci",2,"¿Ha sido acusado durante el último año por un agente de policía por una infracci",2,"¿Ha sido acusado durante el último año por un agente de policía por una infracci",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exc4",NA,NA,NA,NA,NA,NA,NA,"¿Ha visto a alguien pagando mordidas (soborno) a un policía en el último año?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Ha visto a alguien pagando mordidas (soborno) a un policía en el último año?",0,NA,NA,"¿Ha visto a alguien pagando mordidas (soborno) a un policía en el último año?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exc19",NA,NA,NA,NA,NA,NA,NA,"¿Cree que en nuestra sociedad, el pagar mordidas (sobornos, coimas) es justifica",NA,NA,NA,NA,NA,NA,NA,NA,"¿Cree que en nuestra sociedad, el pagar mordidas (sobornos, coimas) es justifica",2,NA,NA,NA,NA,"¿Cree que en nuestra sociedad, el pagar mordidas es justificable debido a los ma",2,"¿Cree que en nuestra sociedad el pagar mordidas (o sobornos) es justificable deb",2,"¿Cree que en nuestra sociedad el pagar mordidas (o sobornos) es justificable deb",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pc1",NA,NA,NA,NA,NA,NA,NA,"Los diputados",NA,NA,NA,NA,NA,NA,NA,NA,"Los diputados",10,"En una escala del 1 al 10 (1 significa muy corrupto y 10, muy honrado). ¿Que tan",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pc3",NA,NA,NA,NA,NA,NA,NA,"Los alcaldes",NA,NA,NA,NA,NA,NA,NA,NA,"Los alcaldes",10,"En una escala del 1 al 10 (1 significa muy corrupto y 10, muy honrado). ¿Que tan",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pc5",NA,NA,NA,NA,NA,NA,NA,"Los policias",NA,NA,NA,NA,NA,NA,NA,NA,"Los policias",10,"En una escala del 1 al 10 (1 significa muy corrupto y 10, muy honrado). ¿Que tan",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pc12",NA,NA,NA,NA,NA,NA,NA,"Los jueces",NA,NA,NA,NA,NA,NA,NA,NA,"Los jueces",10,"En una escala del 1 al 10 (1 significa muy corrupto y 10, muy honrado). ¿Que tan",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pc13",NA,NA,NA,NA,NA,NA,NA,"Los militares",NA,NA,NA,NA,NA,NA,NA,NA,"Los militares",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi1",NA,NA,NA,NA,NA,NA,NA,"Recuerda usted cómo se llama el actual presidente de los Estados Unidos?",NA,NA,NA,NA,NA,NA,NA,NA,"Recuerda usted cómo se llama el actual presidente de los Estados Unidos? ",2,"¿Recuerda usted cómo se llama el actual presidente de los Estados Unidos?",2,"¿Recuerda usted cómo se llama el actual presidente de los Estados Unidos?",2,"¿Cuál es nombre del actual presidente de los Estados Unidos?",4,"¿Cuál es el nombre del actual presidente de los Estados Unidos? [NO LEER: George",3,"¿Cuál es el nombre del actual presidente de los Estados Unidos? [NO LEER: George",2,"¿Cuál es nombre del actual presidente de los Estados Unidos?",4,"¿Cuál es el nombre del actual presidente de los Estados Unidos? ",4,"¿Cuál es el nombre del actual presidente de los Estados Unidos?",4,"¿Cómo se llama el actual presidente de los Estados Unidos? ",2,"¿Cómo se llama el actual presidente de los Estados Unidos?",2,"¿Cómo se llama el actual presidente de los Estados Unidos?",2,"¿Cómo se llama el actual presidente de los Estados Unidos de América? [NO LEER:",2,"¿Cómo se llama el actual presidente de los Estados Unidos de América? [NO LEER:",2,"¿Cómo se llama el actual presidente de los Estados Unidos de América?",2,"Conocimiento - Nombre del presidente estadounidense",2,"Conocimiento - Nombre del presidente estadounidense",2,"Conocimiento - Nombre del presidente estadounidense",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi3",NA,NA,NA,NA,NA,NA,NA,"Recuerda usted cuantos departamentos tiene Guatemala?",NA,NA,NA,NA,NA,NA,NA,NA,"Recuerda usted cuantos departamentos tiene Guatemala?",2,"¿Recuerda usted cuantos departamentos tiene Honduras?",2,"¿Recuerda usted cuántos departamentos tiene El Salvador?",2,"¿Cuántos departamentos tiene Guatemala?",4,"¿Cuántos departamentos tiene Honduras? [NO LEER: 18]",3,"¿Cuántos departamentos tiene El Salvador? [NO LEER: 14]",2,"¿Cuántos departamentos tiene Guatemala?",4,"¿Cuántos departamentos tiene el país? ",4,"¿Cuántos departamentos tiene El Salvador? ",4,"¿Cuántos departamentos tiene Guatemala?",2,"¿Cuántos departamentos tiene Honduras?",2,"¿Cuántos departamentos tiene El Salvador?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi4",NA,NA,NA,NA,NA,NA,NA,"Cuánto tiempo dura el período presidencial en Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,"Cuánto tiempo dura el período presidencial en Guatemala",2,"¿Cuánto tiempo dura el período presidencial en Honduras?",2,"¿Cuánto tiempo dura el período presidencial en El Salvador?",2,"¿Cuánto tiempo dura el período presidencial en Guatemala",4,"¿Cuánto tiempo dura el período presidencial en Honduras? [NO LEER: 4 años]",3,"¿Cuánto tiempo dura el período presidencial en El Salvador? [NO LEER: 5 años]",2,"¿Cuánto tiempo dura el período presidencial en Guatemala?",4,"¿Cuánto tiempo dura el período presidencial en Honduras? ",4,"¿Cuánto tiempo dura el período presidencial en El Salvador? ",4,"¿Cuánto tiempo dura el período presidencial en Guatemala?",2,"¿Cuánto tiempo dura el período presidencial en Honduras?",2,"¿Cuánto tiempo dura el período presidencial en El Salvador?",2,"¿Cuánto tiempo dura el período presidencial en Guatemala? [NO LEER: 4 años]",2,"¿Cuánto tiempo dura el período presidencial en Honduras? [NO LEER: 4 años]",2,"¿Cuánto tiempo dura el período presidencial en El Salvador?",2,"Conocimiento - Duración del mandato presidencial/primer ministro/gobierno",2,"Conocimiento - Duración del mandato presidencial/primer ministro/gobierno",2,"Conocimiento - Duración del mandato presidencial/primer ministro/gobierno",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi5",NA,NA,NA,NA,NA,NA,NA,"Recuerda usted cómo se llama el presidente de Brasil?",NA,NA,NA,NA,NA,NA,NA,NA,"Recuerda usted cómo se llama el presidente de Brasil?",2,"¿Recuerda usted cómo se llama el presidente de Brasil?",2,"¿Recuerda usted cómo se llama el presidente de Brasil?",2,"¿Cómo se llama el presidente de Brasil?",4,"¿Cómo se llama el presidente de Brasil? [NO LEER: Luis Ignacio Lula da Silva; ac",3,"¿Cómo se llama el presidente de Brasil? [NO LEER: Luis Ignacio Lula da Silva; ac",2,"¿Cómo se llama el presidente de Brasil?",4,"¿Cómo se llama el presidente de Brasil? ",4,"¿Cómo se llama el presidente de Brasil?",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"der1",NA,NA,NA,NA,NA,NA,NA,"¿Participar para resolver problemas de su comunidad?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Participar para resolver problemas de su comunidad?",3,"Si usted decidiera participar para resolver problemas de su comunidad, ¿lo haría",3,"Si usted decidiera participar para resolver problemas de su comunidad, ¿lo haría",3,"¿Con cuánto temor participaría para resolver problemas de su comunidad?",3,NA,NA,NA,NA,"¿Con cuánto temor participaría para resolver problemas de su comunidad?",3,NA,NA,"Si usted decidiera participar en algunas de las actividades que le voy a mencion",3,"¿Participar para resolver problemas de su comunidad?",3,NA,NA,NA,NA,"¿Participar para resolver problemas de su comunidad? [Lo haría usted:]",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"der2",NA,NA,NA,NA,NA,NA,NA,"¿Votar en una elección nacional?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Votar en una elección nacional?",3,"¿Votaría con libertad o miedo en una elección nacional?",3,"¿Votaría con libertad o miedo en una elección nacional?",3,"¿Con cuánto temor votaría en una elección nacional?",3,NA,NA,NA,NA,"¿Con cuánto temor votaría en una elección nacional?",3,NA,NA,"Si usted decidiera participar en algunas de las actividades que le voy a mencion",3,"¿Votar en una elección nacional?",3,NA,NA,NA,NA,"¿Votar en una elección nacional? [Lo haría usted:]",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"der3",NA,NA,NA,NA,NA,NA,NA,"¿Participar en una manifestación pacífica?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Participar en una manifestación pacífica?",3,"¿Participaría con libertad o miedo en una manifestación pacífica?",3,"¿Participaría con libertad o miedo en una manifestación pacífica?",3,"¿Con cuánto temor participaría en una manifestación pacífica?",3,NA,NA,NA,NA,"¿Con cuánto temor participaría en una manifestación pacífica?",3,NA,NA,"Si usted decidiera participar en algunas de las actividades que le voy a mencion",3,"¿Participar en una manifestación pacífica?",3,NA,NA,NA,NA,"¿Participar en una manifestación pacífica? [Lo haría usted:]",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"der4",NA,NA,NA,NA,NA,NA,NA,"¿Postularse para un cargo de elección popular?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Postularse para un cargo de elección popular?",3,"¿Se postularía con libertad o miedo para un cargo de elección popular?",3,"¿Se postularía con libertad o miedo para un cargo de elección popular?",3,"¿Con cuánto temor se postularía para un cargo de elección popular?",3,NA,NA,NA,NA,"¿Con cuánto temor se postularía para un cargo de elección popular?",3,NA,NA,"Si usted decidiera participar en algunas de las actividades que le voy a mencion",3,"¿Postularse para un cargo de elección popular?",3,NA,NA,NA,NA,"¿Postularse para un cargo de elección popular? [Lo haría usted:]",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vb1",NA,NA,NA,NA,NA,NA,NA,"Esta usted empadronado o registrado para votar?",NA,NA,NA,NA,NA,NA,NA,NA,"Esta usted empadronado o registrado para votar?",2,"¿Ud. tiene tarjeta de identidad?",3,NA,NA,"¿Está empadronando para votar?",3,"¿Está inscrito para votar?",3,"¿Tiene usted Documento Único de Identidad (DUI)?",3,"¿Está empadronando para votar?",3,"Tiene tarjeta de identidad?",3,"¿Está empadronando para votar? ¿Tiene usted Documento Unico de Identidad (DUI)?",3,"¿Está empadronado para votar?",3,"¿Tiene tarjeta de identidad?",3,"¿Está empadronado para votar? ¿Tiene usted Documento Único de Identidad (DUI)?",3,"¿Está empadronado para votar?",3,"¿Tiene tarjeta de identidad?",3,"¿Está empadronado para votar? ¿Tiene usted Documento Único de Identidad (DUI)?",3,"Registrado para votar",3,"Tarjeta de identidad",3,"Documento Unico de Identidad (DUI)",3,"Registered to Vote / National Identity Card",3,"Identity Card",3,"Unique Identity Document (DUI)",3,NA,NA,"Documento Único de Identidad (DUI)",3,"Registrado para votar / Tarjeta de identificación nacional",3
"gvb3",NA,NA,NA,NA,NA,NA,NA,"¿Por cuál partido votó para Presidente [en la primera vuelta] de las elecciones",NA,NA,NA,NA,NA,NA,NA,NA,"¿Por cuál partido votó para Presidente [en la primera vuelta] de las elecciones ",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gvb4",NA,NA,NA,NA,NA,NA,NA,"Si no votó, ¿Por qué no votó en las elecciones pasadas?",NA,NA,NA,NA,NA,NA,NA,NA,"Si no votó, ¿Por qué no votó en las elecciones pasadas?",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gvb6",NA,NA,NA,NA,NA,NA,NA,"¿Por cuál partido o comité votó para Alcalde en las elecciones del 2003?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Por cuál partido o comité votó para Alcalde en las elecciones del 2003?",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gvb7",NA,NA,NA,NA,NA,NA,NA,"¿Por cuál partido votó para diputado de lista nacional en las elecciones pasadas",NA,NA,NA,NA,NA,NA,NA,NA,"¿Por cuál partido votó para diputado de lista nacional en las elecciones pasadas",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q3",NA,NA,NA,NA,NA,NA,NA,"Cuál es su religión",NA,NA,NA,NA,NA,NA,NA,NA,"Cuál es su religión",4,"¿Cuál es su religión?",4,"¿Cuál es su religión?",4,"¿Cuál es su religión?",5,"¿Cuál es su religión? [No leer alternativas]",5,"¿Cuál es su religión? [No leer alternativas]",5,"¿Cuál es su religión?",7,"¿Cuál es su religión? ",6,"¿Cuál es su religión? ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q4",NA,NA,NA,NA,NA,NA,NA,"¿Cuántas veces ha asistido Ud. a la iglesia (culto, templo) durante el mes pasad",NA,NA,NA,NA,NA,NA,NA,NA,"¿Cuántas veces ha asistido Ud. a la iglesia (culto, templo) durante el mes pasad",4,"¿Cuántas veces ha asistido Ud. a la iglesia (culto, templo) durante el mes pasad",4,"¿Cuántas veces ha asistido Ud. a la iglesia (culto, templo) durante el mes pasad",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q10",NA,NA,NA,NA,NA,NA,NA,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",NA,NA,NA,NA,NA,NA,NA,NA,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",11,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",10,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",11,"¿En cuál rango se encuentran los ingresos familiares mensuales de este hogar?",10,"[Mostrar lista de rangos Tarjeta E] ¿En cuál de los siguientes rangos se encuent",11,"[Mostrar lista de rangos Tarjeta E] ¿En cuál de los siguientes rangos se encuent",11,"¿En cuál rango se encuentran los ingresos familiares mensuales de esta casa,  in",11,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",11,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",11,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",11,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",11,"¿En cuál de los siguientes rangos se encuentran los ingresos familiares mensuale",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q10b",NA,NA,NA,NA,NA,NA,NA,"Hasta que punto dependen los ingresos familiares de esta casa de las remesas del",NA,NA,NA,NA,NA,NA,NA,NA,"Hasta que punto dependen los ingresos familiares de esta casa de las remesas del",4,"¿Hasta qué punto dependen los ingresos familiares de esta casa de las remesas de",5,"¿Hasta que punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta que punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta que punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta que punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta que punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta que punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta que punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta qué punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta qué punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta qué punto dependen los ingresos familiares de esta casa de las remesas de",4,"¿Hasta qué punto dependen los ingresos familiares de esta casa de las remesas de",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q11",NA,NA,NA,NA,NA,NA,NA,"Cuál es su estado civil?",NA,NA,NA,NA,NA,NA,NA,NA,"Cuál es su estado civil?",6,"¿Cuál es su estado civil?",6,"¿Cuál es su estado civil?",6,"¿Cuál es su estado civil?",6,"¿Cuál es su estado civil? [no leer alternativas]",6,"¿Cuál es su estado civil? [no leer alternativas]",6,"¿Cuál es su estado civil?",6,"¿Cuál es su estado civil? ",6,"¿Cuál es su estado civil?",6,"¿Cuál es su estado civil?",6,"¿Cuál es su estado civil? ",6,"¿Cuál es su estado civil?",6,"¿Cuál es su estado civil? [Leer alternativas]",6,"¿Cuál es su estado civil? [No leer alternativas]",6,"¿Cuál es su estado civil?",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gleng1",NA,NA,NA,NA,NA,NA,NA,"¿Qué idioma ha hablado desde pequeño en su casa?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Qué idioma ha hablado desde pequeño en su casa?",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r9",NA,NA,NA,NA,NA,NA,NA,"Tractor",NA,NA,NA,NA,NA,NA,NA,NA,"Tractor",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r11",NA,NA,NA,NA,NA,NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,NA,"Radio",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
